,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_num,deck,num,side,First Name,Last Name,total_passenger,total_expense,with_family
338,0378_03,Europa,False,B/11/S,TRAPPIST-1e,79.0,False,5649.0,235.0,7.0,2579.0,2175.0,Naslon Pirejus,False,0378,3,B,11,S,Naslon,Pirejus,7,10645.0,1
339,0378_04,Europa,True,B/11/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Muonons Pirejus,True,0378,4,B,11,S,Muonons,Pirejus,7,0.0,1
340,0378_05,Europa,True,B/11/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Polaton Pirejus,True,0378,5,B,11,S,Polaton,Pirejus,7,0.0,1
341,0378_06,Europa,False,B/11/S,TRAPPIST-1e,33.0,False,0.0,2491.0,6.0,1173.0,1059.0,Sollum Pirejus,False,0378,6,B,11,S,Sollum,Pirejus,7,4729.0,1
342,0378_07,Europa,True,B/11/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Achib Pirejus,True,0378,7,B,11,S,Achib,Pirejus,7,0.0,1
345,0381_01,Europa,True,B/16/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Mesatan Mosteraked,True,0381,1,B,16,P,Mesatan,Mosteraked,2,0.0,1
346,0381_02,Europa,True,B/16/P,55 Cancri e,38.0,False,0.0,0.0,,0.0,0.0,Aston Mosteraked,True,0381,2,B,16,P,Aston,Mosteraked,2,0.0,1
348,0383_01,Earth,False,G/55/S,TRAPPIST-1e,28.0,False,82.0,773.0,0.0,3693.0,140.0,Phia Wagnerray,False,0383,1,G,55,S,Phia,Wagnerray,2,4688.0,1
349,0383_02,Earth,True,G/55/S,PSO J318.5-22,34.0,False,0.0,0.0,0.0,0.0,0.0,Evane Wagnerray,False,0383,2,G,55,S,Evane,Wagnerray,2,0.0,1
350,0384_01,Earth,False,G/56/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Simpsonks,True,0384,1,G,56,S,Cliney,Simpsonks,2,0.0,1
351,0384_02,Earth,False,G/56/S,TRAPPIST-1e,14.0,False,3.0,0.0,881.0,25.0,0.0,Ellard Simpsonks,True,0384,2,G,56,S,Ellard,Simpsonks,2,909.0,1
358,0395_01,Europa,False,B/17/P,55 Cancri e,31.0,True,0.0,11003.0,552.0,8157.0,5688.0,Meropus Hervel,False,0395,1,B,17,P,Meropus,Hervel,2,25400.0,1
359,0395_02,Europa,False,B/17/P,55 Cancri e,61.0,False,1.0,608.0,0.0,3835.0,1.0,Hadyon Hervel,False,0395,2,B,17,P,Hadyon,Hervel,2,4445.0,1
363,0401_01,Mars,False,D/14/S,TRAPPIST-1e,30.0,True,1056.0,0.0,0.0,0.0,0.0,Luse Pimne,False,0401,1,D,14,S,Luse,Pimne,2,1056.0,1
364,0401_02,Mars,False,D/14/S,TRAPPIST-1e,30.0,False,1770.0,0.0,0.0,13.0,0.0,Parney Pimne,False,0401,2,D,14,S,Parney,Pimne,2,1783.0,1
368,0407_01,Earth,False,G/69/P,TRAPPIST-1e,23.0,False,,21.0,0.0,0.0,1699.0,Dandy Mirez,False,0407,1,G,69,P,Dandy,Mirez,3,1720.0,1
369,0407_02,Earth,False,F/90/P,TRAPPIST-1e,20.0,False,0.0,465.0,0.0,5.0,223.0,Luzel Mirez,False,0407,2,F,90,P,Luzel,Mirez,3,693.0,1
370,0407_03,Earth,True,G/69/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Dennya Mirez,False,0407,3,G,69,P,Dennya,Mirez,3,0.0,1
378,0417_01,Europa,True,B/18/P,55 Cancri e,68.0,False,0.0,0.0,0.0,0.0,0.0,Lesatik Poicaptic,True,0417,1,B,18,P,Lesatik,Poicaptic,3,0.0,0
379,0417_02,Europa,False,B/18/P,55 Cancri e,22.0,False,0.0,1170.0,0.0,5467.0,1241.0,Mirark Unhearfus,False,0417,2,B,18,P,Mirark,Unhearfus,3,7878.0,1
380,0417_03,Europa,True,B/18/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Enifik Unhearfus,True,0417,3,B,18,P,Enifik,Unhearfus,3,0.0,1
382,0425_01,Mars,False,F/96/P,TRAPPIST-1e,37.0,False,1094.0,2.0,26.0,34.0,1.0,Blesh Fiha,False,0425,1,F,96,P,Blesh,Fiha,3,1157.0,1
383,0425_02,Mars,True,F/96/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Cowns Fiha,True,0425,2,F,96,P,Cowns,Fiha,3,0.0,1
384,0425_03,Mars,True,F/96/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Ree Fiha,True,0425,3,F,96,P,Ree,Fiha,3,0.0,1
387,0429_01,Europa,False,A/5/S,55 Cancri e,20.0,False,2.0,10116.0,0.0,2.0,225.0,Aino Ineysive,True,0429,1,A,5,S,Aino,Ineysive,2,10345.0,1
388,0429_02,Europa,True,A/5/S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Taurak Ineysive,True,0429,2,A,5,S,Taurak,Ineysive,2,0.0,1
392,0433_01,Europa,,B/20/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Hekark Mormonized,True,0433,1,B,20,P,Hekark,Mormonized,2,0.0,1
393,0433_02,Europa,False,B/20/P,TRAPPIST-1e,47.0,False,4.0,891.0,0.0,2962.0,3656.0,Naosura Mormonized,False,0433,2,B,20,P,Naosura,Mormonized,2,7513.0,1
396,0436_01,Earth,False,G/63/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Hodes,True,0436,1,G,63,S,Sallyl,Hodes,2,0.0,1
397,0436_02,Earth,False,G/63/S,PSO J318.5-22,56.0,False,46.0,11.0,0.0,622.0,0.0,Lilace Hodes,False,0436,2,G,63,S,Lilace,Hodes,2,679.0,1
398,0437_01,Earth,False,F/78/S,TRAPPIST-1e,39.0,False,382.0,0.0,22.0,467.0,0.0,Lynnee Oneiles,False,0437,1,F,78,S,Lynnee,Oneiles,2,871.0,1
399,0437_02,Earth,False,F/78/S,PSO J318.5-22,40.0,False,7.0,0.0,840.0,26.0,0.0,Debora Oneiles,False,0437,2,F,78,S,Debora,Oneiles,2,873.0,1
404,0444_01,Mars,False,D/15/P,TRAPPIST-1e,32.0,True,2484.0,429.0,102.0,0.0,0.0,Camonk Curte,False,0444,1,D,15,P,Camonk,Curte,2,3015.0,1
405,0444_02,,False,F/99/P,TRAPPIST-1e,26.0,True,1869.0,0.0,136.0,0.0,0.0,Colal Curte,False,0444,2,F,99,P,Colal,Curte,2,2005.0,1
406,0445_01,Earth,False,F/80/S,TRAPPIST-1e,25.0,False,1352.0,0.0,0.0,24.0,799.0,Loria Marshopper,False,0445,1,F,80,S,Loria,Marshopper,2,2175.0,1
407,0445_02,,False,E/25/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,77.0,715.0,Rice Marshopper,False,0445,2,E,25,S,Rice,Marshopper,2,792.0,1
410,0448_01,Earth,False,E/27/P,TRAPPIST-1e,24.0,False,757.0,0.0,0.0,32.0,0.0,Elara Hoppernardy,False,0448,1,E,27,P,Elara,Hoppernardy,2,789.0,0
411,0448_02,Earth,True,G/71/P,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,,True,0448,2,G,71,P,,,2,0.0,0
414,0453_01,Europa,True,B/14/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Aldun Taptiritty,True,0453,1,B,14,S,Aldun,Taptiritty,3,0.0,1
415,0453_02,Europa,True,,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Minopus Taptiritty,True,0453,2,,,,Minopus,Taptiritty,3,0.0,1
416,0453_03,Europa,True,B/14/S,TRAPPIST-1e,74.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Taptiritty,True,0453,3,B,14,S,Wezena,Taptiritty,3,0.0,1
417,0454_01,Europa,,B/15/S,55 Cancri e,28.0,True,5.0,4288.0,0.0,745.0,5.0,Tabius Geoconne,True,0454,1,B,15,S,Tabius,Geoconne,3,5043.0,1
418,0454_02,Europa,True,B/15/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Etair Fushausive,True,0454,2,B,15,S,Etair,Fushausive,3,0.0,0
419,0454_03,Europa,True,B/15/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Hallux Geoconne,True,0454,3,B,15,S,Hallux,Geoconne,3,0.0,1
421,0457_01,Earth,False,G/72/P,PSO J318.5-22,19.0,False,0.0,0.0,747.0,26.0,0.0,Leonyl Poperez,True,0457,1,G,72,P,Leonyl,Poperez,3,773.0,1
422,0457_02,Earth,True,G/72/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Poperez,False,0457,2,G,72,P,Sallyl,Poperez,3,0.0,1
423,0457_03,Earth,False,G/72/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Joela Poperez,False,0457,3,G,72,P,Joela,Poperez,3,0.0,1
427,0461_01,Earth,False,E/27/S,PSO J318.5-22,31.0,False,0.0,869.0,0.0,0.0,0.0,Shany Yorkland,True,0461,1,E,27,S,Shany,Yorkland,3,869.0,1
428,0461_02,Earth,False,F/85/S,TRAPPIST-1e,22.0,False,0.0,70.0,182.0,612.0,20.0,Warry Yorkland,True,0461,2,F,85,S,Warry,Yorkland,3,884.0,1
429,0461_03,Earth,False,G/66/S,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Len Yorkland,True,0461,3,G,66,S,Len,Yorkland,3,0.0,1
431,0463_01,Mars,False,F/100/P,TRAPPIST-1e,34.0,False,865.0,0.0,257.0,,35.0,Grats Staf,False,0463,1,F,100,P,Grats,Staf,2,1157.0,1
432,0463_02,Mars,False,F/100/P,TRAPPIST-1e,14.0,False,928.0,852.0,81.0,0.0,0.0,Flamal Staf,False,0463,2,F,100,P,Flamal,Staf,2,1861.0,1
433,0465_01,Earth,False,E/28/P,TRAPPIST-1e,19.0,False,4.0,10.0,0.0,1178.0,428.0,Deandy Chaellerty,False,0465,1,E,28,P,Deandy,Chaellerty,2,1620.0,1
434,0465_02,Earth,False,E/28/P,TRAPPIST-1e,,False,0.0,654.0,22.0,146.0,4.0,Kyley Chaellerty,True,0465,2,E,28,P,Kyley,Chaellerty,2,826.0,1
437,0470_01,Mars,True,F/86/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,,Aptal Binie,True,0470,1,F,86,S,Aptal,Binie,2,0.0,1
438,0470_02,,True,F/86/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Jurs Binie,True,0470,2,F,86,S,Jurs,Binie,2,0.0,1
439,0471_01,Europa,False,B/22/P,TRAPPIST-1e,16.0,False,0.0,45.0,2.0,5183.0,170.0,Astab Fuelisent,False,0471,1,B,22,P,Astab,Fuelisent,2,5400.0,1
440,0471_02,Europa,False,B/22/P,55 Cancri e,30.0,False,0.0,7972.0,0.0,0.0,4.0,Izarino Fuelisent,True,0471,2,B,22,P,Izarino,Fuelisent,2,7976.0,1
444,0476_01,Mars,False,F/103/P,PSO J318.5-22,27.0,False,,6.0,145.0,144.0,0.0,Coves Chiff,False,0476,1,F,103,P,Coves,Chiff,3,295.0,1
445,0476_02,Mars,True,F/103/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Book Chiff,True,0476,2,F,103,P,Book,Chiff,3,0.0,1
446,0476_03,Mars,True,F/103/P,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Beah Chiff,True,0476,3,F,103,P,Beah,Chiff,3,0.0,1
450,0482_01,Earth,False,E/28/S,TRAPPIST-1e,27.0,False,0.0,118.0,0.0,5.0,665.0,Anny Mallerez,False,0482,1,E,28,S,Anny,Mallerez,2,788.0,1
451,0482_02,Earth,False,F/88/S,TRAPPIST-1e,28.0,False,0.0,14.0,0.0,0.0,615.0,Isaacy Mallerez,False,0482,2,F,88,S,Isaacy,Mallerez,2,629.0,1
456,0498_01,Europa,True,,55 Cancri e,27.0,False,0.0,,0.0,0.0,0.0,Batomam Preent,True,0498,1,,,,Batomam,Preent,2,0.0,1
457,0498_02,Europa,True,B/18/S,55 Cancri e,46.0,False,0.0,0.0,0.0,,0.0,Kastrak Preent,True,0498,2,B,18,S,Kastrak,Preent,2,0.0,1
458,0499_01,Mars,True,F/89/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Eclass Meake,True,0499,1,F,89,S,Eclass,Meake,2,0.0,1
459,0499_02,Mars,False,E/29/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Yogark Meake,False,0499,2,E,29,S,Yogark,Meake,2,0.0,1
463,0503_01,Mars,False,F/90/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Gal Fone,True,0503,1,F,90,S,Gal,Fone,3,0.0,1
464,0503_02,Mars,False,F/90/S,TRAPPIST-1e,43.0,False,1821.0,0.0,47.0,29.0,0.0,Torms Fone,False,0503,2,F,90,S,Torms,Fone,3,1897.0,1
465,0503_03,Mars,False,E/31/S,TRAPPIST-1e,42.0,False,1246.0,35.0,16.0,0.0,0.0,Pios Fone,False,0503,3,E,31,S,Pios,Fone,3,1297.0,1
466,0504_01,Europa,True,B/19/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Thabius Unpasine,True,0504,1,B,19,S,Thabius,Unpasine,6,0.0,1
467,0504_02,Europa,True,B/19/S,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Mirfar Unpasine,True,0504,2,B,19,S,Mirfar,Unpasine,6,0.0,1
468,0504_03,Europa,True,B/19/S,,24.0,False,0.0,0.0,0.0,0.0,0.0,Sterops Unpasine,True,0504,3,B,19,S,Sterops,Unpasine,6,0.0,1
469,0504_04,Europa,False,B/19/S,TRAPPIST-1e,64.0,False,0.0,1737.0,11.0,401.0,752.0,Tauria Unpasine,False,0504,4,B,19,S,Tauria,Unpasine,6,2901.0,1
470,0504_05,Europa,True,B/19/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Azharga Unpasine,True,0504,5,B,19,S,Azharga,Unpasine,6,0.0,1
471,0504_06,,True,B/19/S,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Alheneb Unpasine,True,0504,6,B,19,S,Alheneb,Unpasine,6,0.0,1
475,0512_01,Europa,False,D/18/S,55 Cancri e,32.0,False,0.0,5755.0,0.0,59.0,122.0,Sadirak Nateansive,True,0512,1,D,18,S,Sadirak,Nateansive,2,5936.0,1
476,0512_02,Europa,True,D/18/S,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Ankalik Nateansive,True,0512,2,D,18,S,Ankalik,Nateansive,2,0.0,1
488,0527_01,Mars,False,F/93/S,55 Cancri e,,False,1172.0,11.0,3.0,0.0,4.0,Supce Stité,False,0527,1,F,93,S,Supce,Stité,2,1190.0,1
489,0527_02,Mars,True,F/93/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Llat Stité,True,0527,2,F,93,S,Llat,Stité,2,0.0,1
492,0531_01,Earth,True,G/82/P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Estine Alentonway,False,0531,1,G,82,P,Estine,Alentonway,2,0.0,1
493,0531_02,Earth,True,G/82/P,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Darley Alentonway,True,0531,2,G,82,P,Darley,Alentonway,2,0.0,1
495,0534_01,Europa,False,B/23/P,TRAPPIST-1e,34.0,False,98.0,715.0,29.0,5732.0,1902.0,Asellux Parbage,False,0534,1,B,23,P,Asellux,Parbage,2,8476.0,1
496,0534_02,Europa,False,B/23/P,TRAPPIST-1e,49.0,False,3573.0,1308.0,316.0,641.0,25.0,Weia Parbage,False,0534,2,B,23,P,Weia,Parbage,2,5863.0,1
499,0539_01,Europa,True,C/18/P,TRAPPIST-1e,,False,0.0,0.0,,0.0,0.0,Tard Nalanet,True,0539,1,C,18,P,Tard,Nalanet,5,0.0,1
500,0539_02,Europa,True,C/18/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Achyon Nalanet,True,0539,2,C,18,P,Achyon,Nalanet,5,0.0,1
501,0539_03,,True,C/18/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Alderak Nalanet,True,0539,3,C,18,P,Alderak,Nalanet,5,0.0,1
502,0539_04,Europa,True,C/18/P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Betenif Nalanet,True,0539,4,C,18,P,Betenif,Nalanet,5,0.0,1
503,0539_05,Europa,False,C/18/P,TRAPPIST-1e,38.0,False,0.0,1793.0,479.0,9.0,4987.0,Mardyon Nalanet,False,0539,5,C,18,P,Mardyon,Nalanet,5,7268.0,1
504,0540_01,Mars,True,F/95/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Jell Conie,True,0540,1,F,95,S,Jell,Conie,2,0.0,1
505,0540_02,,False,F/95/S,TRAPPIST-1e,17.0,False,1471.0,0.0,0.0,45.0,16.0,Rantax Conie,False,0540,2,F,95,S,Rantax,Conie,2,1532.0,1
511,0549_01,Mars,False,D/19/S,PSO J318.5-22,32.0,False,666.0,0.0,0.0,252.0,1.0,Warets Watte,True,0549,1,D,19,S,Warets,Watte,2,919.0,1
512,0549_02,Mars,True,F/98/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Guans Watte,True,0549,2,F,98,S,Guans,Watte,2,0.0,1
516,0553_01,Europa,True,C/19/P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Tope Valindle,True,0553,1,C,19,P,Tope,Valindle,2,0.0,1
517,0553_02,Europa,False,C/19/P,TRAPPIST-1e,37.0,False,0.0,6506.0,0.0,764.0,0.0,Gluinol Valindle,True,0553,2,C,19,P,Gluinol,Valindle,2,7270.0,1
518,0555_01,Europa,True,C/20/P,55 Cancri e,61.0,False,0.0,0.0,0.0,0.0,0.0,Alraixa Graciansus,True,0555,1,C,20,P,Alraixa,Graciansus,2,0.0,1
519,0555_02,Europa,False,C/20/P,TRAPPIST-1e,33.0,False,0.0,165.0,1.0,2525.0,0.0,Alhain Graciansus,False,0555,2,C,20,P,Alhain,Graciansus,2,2691.0,1
522,0560_01,Earth,False,G/81/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Anniey Hortez,False,0560,1,G,81,S,Anniey,Hortez,3,0.0,1
523,0560_02,Earth,False,G/81/S,PSO J318.5-22,12.0,False,0.0,0.0,0.0,0.0,0.0,Tonyn Hortez,True,0560,2,G,81,S,Tonyn,Hortez,3,0.0,1
524,0560_03,,False,F/103/S,TRAPPIST-1e,44.0,False,1440.0,293.0,74.0,32.0,0.0,Annah Josey,True,0560,3,F,103,S,Annah,Josey,3,1839.0,0
527,0564_01,Europa,True,B/24/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Bath Dinsprody,True,0564,1,B,24,P,Bath,Dinsprody,3,0.0,1
528,0564_02,Europa,True,B/24/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Taura Dinsprody,True,0564,2,B,24,P,Taura,Dinsprody,3,0.0,1
529,0564_03,Europa,False,B/24/P,,28.0,False,0.0,410.0,2.0,1354.0,3695.0,Aldibi Dinsprody,False,0564,3,B,24,P,Aldibi,Dinsprody,3,5461.0,1
533,0568_01,Europa,,D/20/S,TRAPPIST-1e,33.0,False,1908.0,33.0,0.0,1.0,4.0,Enibik Baciffhaut,False,0568,1,D,20,S,Enibik,Baciffhaut,2,1946.0,1
534,0568_02,Europa,True,D/20/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,,Pentard Baciffhaut,True,0568,2,D,20,S,Pentard,Baciffhaut,2,0.0,1
537,0571_01,Europa,True,C/21/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Branev Ousious,True,0571,1,C,21,P,Branev,Ousious,7,0.0,1
538,0571_02,Europa,True,C/21/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Alchium Ousious,False,0571,2,C,21,P,Alchium,Ousious,7,0.0,1
539,0571_03,Europa,True,C/21/P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Bahoton Ousious,True,0571,3,C,21,P,Bahoton,Ousious,7,0.0,1
540,0571_04,Europa,True,C/21/P,,30.0,False,0.0,0.0,0.0,0.0,,Izark Hednigic,True,0571,4,C,21,P,Izark,Hednigic,7,0.0,0
541,0571_05,Europa,True,C/21/P,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Polam Ousious,True,0571,5,C,21,P,Polam,Ousious,7,0.0,1
542,0571_06,Europa,False,C/21/P,TRAPPIST-1e,55.0,False,0.0,1542.0,0.0,1814.0,1568.0,Hasich Ousious,False,0571,6,C,21,P,Hasich,Ousious,7,4924.0,1
543,0571_07,Europa,True,C/21/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Isoton Ousious,True,0571,7,C,21,P,Isoton,Ousious,7,0.0,1
549,0579_01,Earth,False,F/108/S,TRAPPIST-1e,55.0,False,53.0,790.0,37.0,0.0,0.0,Greggy Trankliney,True,0579,1,F,108,S,Greggy,Trankliney,2,880.0,1
550,0579_02,Earth,False,G/85/S,TRAPPIST-1e,50.0,False,,233.0,0.0,0.0,0.0,Scotty Trankliney,False,0579,2,G,85,S,Scotty,Trankliney,2,233.0,1
554,0583_01,Mars,True,F/109/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Muebix Erle,True,0583,1,F,109,S,Muebix,Erle,3,0.0,1
555,0583_02,Mars,True,F/109/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Beeres Erle,True,0583,2,F,109,S,Beeres,Erle,3,0.0,1
556,0583_03,Mars,True,F/109/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Cricks Erle,True,0583,3,F,109,S,Cricks,Erle,3,0.0,1
557,0585_01,Mars,True,F/120/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Graven Fone,True,0585,1,F,120,P,Graven,Fone,3,0.0,1
558,0585_02,Mars,True,F/120/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Sugard Fone,True,0585,2,F,120,P,Sugard,Fone,3,0.0,1
559,0585_03,Mars,False,D/22/P,TRAPPIST-1e,23.0,False,2648.0,0.0,1092.0,0.0,0.0,Flams Fone,False,0585,3,D,22,P,Flams,Fone,3,3740.0,1
567,0594_01,Earth,False,G/87/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Joana Flynner,False,0594,1,G,87,S,Joana,Flynner,2,0.0,1
568,0594_02,,False,E/39/S,TRAPPIST-1e,24.0,False,,4.0,0.0,670.0,113.0,Cores Flynner,False,0594,2,E,39,S,Cores,Flynner,2,787.0,1
570,0597_01,Earth,True,G/91/P,,23.0,False,0.0,0.0,0.0,0.0,0.0,Arllia Roachoanand,True,0597,1,G,91,P,Arllia,Roachoanand,2,0.0,1
571,0597_02,Earth,True,G/91/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Bertle Roachoanand,False,0597,2,G,91,P,Bertle,Roachoanand,2,0.0,1
573,0599_01,Mars,False,F/124/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Losp Crité,True,0599,1,F,124,P,Losp,Crité,4,0.0,1
574,0599_02,Mars,False,F/124/P,TRAPPIST-1e,4.0,False,0.0,,0.0,0.0,0.0,Bases Crité,True,0599,2,F,124,P,Bases,Crité,4,0.0,1
575,0599_03,Mars,False,F/124/P,TRAPPIST-1e,26.0,False,1252.0,0.0,46.0,124.0,6.0,Apple Crité,False,0599,3,F,124,P,Apple,Crité,4,1428.0,1
576,0599_04,Mars,True,F/124/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Honjay Crité,True,0599,4,F,124,P,Honjay,Crité,4,0.0,1
578,0602_01,Mars,True,F/125/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Seats Brine,True,0602,1,F,125,P,Seats,Brine,3,0.0,1
579,0602_02,Mars,False,E/36/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Oats Brine,False,0602,2,E,36,P,Oats,Brine,3,0.0,1
580,0602_03,Mars,True,F/125/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Rana Brine,True,0602,3,F,125,P,Rana,Brine,3,0.0,1
582,0607_01,Europa,False,C/22/P,TRAPPIST-1e,37.0,,27.0,654.0,10.0,881.0,9568.0,Dyonium Hontichre,False,0607,1,C,22,P,Dyonium,Hontichre,3,11140.0,1
583,0607_02,Europa,False,C/22/P,55 Cancri e,44.0,False,434.0,3113.0,19.0,,892.0,Mino Hontichre,False,0607,2,C,22,P,Mino,Hontichre,3,4458.0,1
584,0607_03,Europa,False,C/22/P,TRAPPIST-1e,43.0,False,4.0,1111.0,118.0,1852.0,,Pola Hontichre,False,0607,3,C,22,P,Pola,Hontichre,3,3085.0,1
591,0615_01,Earth,True,G/92/S,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Blancy Pollarkeeks,False,0615,1,G,92,S,Blancy,Pollarkeeks,3,0.0,0
592,0615_02,Earth,False,G/92/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Elina Hodes,True,0615,2,G,92,S,Elina,Hodes,3,0.0,1
593,0615_03,Earth,True,G/92/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Stance Hodes,True,0615,3,G,92,S,Stance,Hodes,3,0.0,1
594,0618_01,Earth,False,G/95/P,55 Cancri e,21.0,False,0.0,0.0,908.0,49.0,0.0,Philda Yorkland,True,0618,1,G,95,P,Philda,Yorkland,2,957.0,1
595,0618_02,Earth,False,F/131/P,PSO J318.5-22,21.0,False,1.0,368.0,0.0,0.0,388.0,Troyce Yorkland,False,0618,2,F,131,P,Troyce,Yorkland,2,757.0,1
596,0619_01,Europa,True,C/24/S,TRAPPIST-1e,39.0,,0.0,0.0,0.0,0.0,0.0,Scellus Holatirint,True,0619,1,C,24,S,Scellus,Holatirint,2,0.0,1
597,0619_02,Europa,True,C/24/S,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Ankabit Holatirint,True,0619,2,C,24,S,Ankabit,Holatirint,2,0.0,1
605,0635_01,Earth,False,G/94/S,TRAPPIST-1e,35.0,False,0.0,1778.0,0.0,0.0,0.0,Ronna Powery,True,0635,1,G,94,S,Ronna,Powery,2,1778.0,1
606,0635_02,Earth,False,E/43/S,TRAPPIST-1e,37.0,False,614.0,0.0,50.0,11.0,319.0,Millia Powery,False,0635,2,E,43,S,Millia,Powery,2,994.0,1
607,0636_01,Earth,False,F/136/P,55 Cancri e,13.0,False,0.0,7.0,0.0,339.0,359.0,Craine Santantines,False,0636,1,F,136,P,Craine,Santantines,2,705.0,1
608,0636_02,Earth,False,F/136/P,TRAPPIST-1e,21.0,False,0.0,0.0,7.0,675.0,0.0,Loresa Santantines,False,0636,2,F,136,P,Loresa,Santantines,2,682.0,1
613,0642_01,Europa,False,C/25/S,55 Cancri e,29.0,False,0.0,3344.0,0.0,118.0,972.0,Dilatik Kiling,True,0642,1,C,25,S,Dilatik,Kiling,5,4434.0,1
